Day;p50_inf_sent;p68_inf_sent;p32_inf_sent;p50_inf_fx;p68_inf_fx;p32_inf_fx;p50_inf_i;p68_inf_i;p32_inf_i;p50_e_sent;p68_e_sent;p32_e_sent;p50_e_inf;p68_e_inf;p32_e_inf;p50_e_i;p68_e_i;p32_e_i;p50_s_fx;p68_s_fx;p32_s_fx;p50_s_inf;p68_s_inf;p32_s_inf;p50_s_i;p68_s_i;p32_s_i;p50_i_inf;p68_i_inf;p32_i_inf;p50_i_fx;p68_i_fx;p32_i_fx;p50_i_sent;p68_i_sent;p32_i_sent
169;0.894556358;1.216868788;0.60039095;2.064483581;2.447199175;1.734140794;-0.041107798;-0.006773259;-0.07693852;0.337820008;0.469641096;0.224864522;0.241153169;0.313723047;0.168328187;-0.014884571;-0.001807195;-0.028486163;0.256330645;0.346076274;0.182431844;0.064736033;0.101208318;0.028550393;-0.003905696;-7.88885E-06;-0.008821053;-0.123380313;-0.074428507;-0.178663014;-0.332023387;-0.222171909;-0.467357595;-0.123550233;-0.059259492;-0.203369265
170;0.898160341;1.221624224;0.602896479;2.072295245;2.457166852;1.740209541;-0.04126089;-0.006786841;-0.077163092;0.338331812;0.471044157;0.22535345;0.24204076;0.315097551;0.168957746;-0.014895318;-0.001803251;-0.028565369;0.256693796;0.346496875;0.182405498;0.06505122;0.101666532;0.028822118;-0.003904453;-1.76411E-05;-0.008835055;-0.123556529;-0.074521802;-0.178868876;-0.333397124;-0.223261913;-0.469424731;-0.124119031;-0.059597101;-0.204101659
171;0.901052015;1.226470157;0.604680274;2.080230158;2.467958593;1.745523678;-0.041388877;-0.006778811;-0.077463075;0.338871049;0.472012893;0.225962461;0.242964095;0.316465079;0.169633232;-0.014928861;-0.001815173;-0.028643249;0.256959375;0.347008587;0.182500218;0.065392013;0.102182761;0.029062091;-0.003894774;-1.79868E-05;-0.008848519;-0.123746321;-0.074448055;-0.179162751;-0.334772675;-0.224238292;-0.471190495;-0.124735927;-0.059917157;-0.205181868
172;0.904382202;1.231647236;0.606319793;2.088041679;2.478722136;1.751541614;-0.041497304;-0.006776626;-0.077737825;0.339692091;0.473085102;0.226344997;0.243929481;0.317883026;0.170365944;-0.01497115;-0.001814406;-0.028699265;0.25746683;0.347663429;0.182540431;0.065755177;0.102598723;0.029425421;-0.003900663;-1.95707E-05;-0.008846278;-0.123946591;-0.074455564;-0.17947848;-0.335732081;-0.225524226;-0.473018798;-0.125198635;-0.060214298;-0.206013283
173;0.908391054;1.236443746;0.608252728;2.09669782;2.489714829;1.757530601;-0.041651583;-0.006823071;-0.078006981;0.340294354;0.474570691;0.22675178;0.244987101;0.319200526;0.17107603;-0.014986336;-0.001813711;-0.028762234;0.257863908;0.348488372;0.182608684;0.066086369;0.103079055;0.029677168;-0.003893208;-1.35027E-05;-0.008841897;-0.123980624;-0.074471305;-0.179885637;-0.337393771;-0.226563311;-0.475211828;-0.125593876;-0.060562937;-0.206711189
174;0.911793195;1.24172138;0.610666999;2.104479977;2.500495389;1.762958945;-0.041794008;-0.00680504;-0.078302023;0.340919043;0.475798458;0.227247696;0.246030465;0.320573327;0.171639464;-0.015015219;-0.0018288;-0.028829239;0.258228144;0.349102378;0.182628506;0.066411331;0.103515661;0.029949959;-0.00388534;-1.9261E-05;-0.008847101;-0.124111431;-0.07455819;-0.18029049;-0.338834437;-0.227021202;-0.477413509;-0.126348139;-0.060782864;-0.207507993
175;0.914958361;1.245348999;0.613164396;2.11200643;2.511055483;1.768665335;-0.041888589;-0.006808879;-0.078569823;0.341566061;0.476884738;0.227624169;0.247034924;0.321855269;0.172329454;-0.01503277;-0.0018556;-0.028932464;0.258520302;0.349647078;0.182663426;0.066773173;0.103924918;0.030231379;-0.003879859;-2.02602E-05;-0.008839901;-0.1242648;-0.074613236;-0.180780485;-0.339988804;-0.22785514;-0.479100724;-0.12690536;-0.061145581;-0.208328863
176;0.918338155;1.250644023;0.615473926;2.120197105;2.521162603;1.774566127;-0.042034599;-0.006812834;-0.078813256;0.342298171;0.477881464;0.228223141;0.247948518;0.323150837;0.172846184;-0.015067906;-0.001855261;-0.028962637;0.259033736;0.350407059;0.182798077;0.067045923;0.104426827;0.030521412;-0.003884779;-2.2661E-05;-0.008848796;-0.12431434;-0.074472355;-0.181203489;-0.341296567;-0.228926095;-0.481174568;-0.127407254;-0.061429044;-0.209003998
177;0.922021442;1.255643956;0.618097962;2.127583082;2.531935804;1.780912716;-0.042145617;-0.006817404;-0.079157268;0.343017172;0.478929085;0.228595947;0.248869912;0.324543003;0.173509573;-0.015099151;-0.001860621;-0.029036682;0.259134916;0.351022647;0.182793411;0.067310176;0.104889951;0.030752328;-0.003882436;-1.99977E-05;-0.008856786;-0.124527956;-0.074426703;-0.181631952;-0.342448621;-0.229597733;-0.482952862;-0.128004255;-0.061716357;-0.209754682
178;0.925939018;1.26075497;0.62022482;2.135841593;2.542541949;1.786415611;-0.042251011;-0.006826095;-0.079404001;0.343505094;0.47991009;0.228867413;0.249893559;0.325926324;0.174123216;-0.015128804;-0.001876824;-0.029094304;0.259212488;0.351530266;0.182905384;0.067553558;0.10538756;0.031059591;-0.00388737;-2.07576E-05;-0.008874405;-0.12476522;-0.074592469;-0.18208677;-0.343878257;-0.230510213;-0.484551736;-0.128517632;-0.06214858;-0.210847039
179;0.929472305;1.265281746;0.622546397;2.143565603;2.552764296;1.791771517;-0.042404277;-0.006849038;-0.079696567;0.34415757;0.480933436;0.229123568;0.250985586;0.327237201;0.174760455;-0.015158773;-0.001879394;-0.029142371;0.259663878;0.352129758;0.182973116;0.067879264;0.105845788;0.031346008;-0.003882869;-1.63067E-05;-0.008884223;-0.124912693;-0.074620341;-0.18247806;-0.345312732;-0.231376486;-0.48636257;-0.129045427;-0.062538751;-0.211748326
180;0.933438874;1.270307719;0.624843702;2.151990994;2.562660437;1.7968922;-0.04257048;-0.006846284;-0.079982531;0.344674969;0.481747021;0.229385245;0.252038537;0.328597582;0.175426519;-0.015175312;-0.001869616;-0.029205364;0.260171334;0.35316475;0.182929308;0.068191675;0.106313294;0.031654033;-0.003881596;-6.92754E-06;-0.008895004;-0.125129781;-0.074666676;-0.182926284;-0.346591292;-0.232264679;-0.488181261;-0.129576382;-0.062774226;-0.212471264
181;0.936926957;1.274337738;0.62682393;2.160637583;2.572728586;1.802070579;-0.042771938;-0.006879187;-0.080302417;0.345407431;0.482918157;0.229662872;0.252944922;0.329990878;0.176005955;-0.015211538;-0.00188546;-0.029286375;0.260518876;0.354039368;0.18310284;0.068526939;0.106776474;0.031955689;-0.00388194;-4.10218E-06;-0.008897929;-0.12529861;-0.074765335;-0.183385024;-0.34774698;-0.232951904;-0.490054217;-0.130390367;-0.063071344;-0.213438469
182;0.940095769;1.278957182;0.629214949;2.168731706;2.583350062;1.808049518;-0.042915865;-0.006905562;-0.080623556;0.345841473;0.484239266;0.230238807;0.253930469;0.331464811;0.176583789;-0.015253306;-0.001898959;-0.029371268;0.260901936;0.354679323;0.183446873;0.068791192;0.107220339;0.032185326;-0.003876483;-5.16686E-06;-0.008900677;-0.125381176;-0.07481867;-0.183833905;-0.349409693;-0.23357783;-0.491921978;-0.130863263;-0.063332053;-0.21424
183;0.94341111;1.284276153;0.631488811;2.176684291;2.593583752;1.813852484;-0.043065952;-0.006932686;-0.080923509;0.346638388;0.485317094;0.230782045;0.254905818;0.332869957;0.1772616;-0.015278326;-0.001924946;-0.029430768;0.26131871;0.355490828;0.183636417;0.069096263;0.107615387;0.03242148;-0.003875539;-3.15813E-06;-0.008904383;-0.125541688;-0.07480949;-0.184276709;-0.350725751;-0.234438317;-0.493645477;-0.131358373;-0.063657669;-0.215235225
184;0.946643418;1.288943809;0.633778398;2.185269745;2.604514612;1.818932947;-0.04318794;-0.006934513;-0.081266673;0.34742194;0.486230229;0.231130625;0.255789326;0.334397149;0.177972397;-0.015304292;-0.001929714;-0.029503124;0.261833141;0.356395858;0.183487003;0.069390065;0.108114643;0.032652357;-0.00387145;-1.68617E-06;-0.008914797;-0.125703539;-0.074850518;-0.184814354;-0.352295942;-0.235157682;-0.495820004;-0.131870408;-0.064157916;-0.216145184
185;0.950337755;1.293261358;0.635848036;2.192525788;2.616114174;1.825423479;-0.043332593;-0.006949418;-0.081518086;0.34834839;0.487826484;0.231488852;0.256755664;0.335948516;0.178611852;-0.015327124;-0.001919722;-0.029575653;0.26218416;0.35728235;0.183577982;0.069644723;0.108542968;0.032930255;-0.00387475;-3.44122E-06;-0.008931269;-0.125825743;-0.07491662;-0.185242974;-0.353520086;-0.236125615;-0.49728628;-0.132256514;-0.064432639;-0.217094287
186;0.953631632;1.297652046;0.638054567;2.199232369;2.627761471;1.830704452;-0.043476387;-0.006897029;-0.081817106;0.349015164;0.488717233;0.231915657;0.257729087;0.337370809;0.179180898;-0.015365475;-0.001927838;-0.029653395;0.262667818;0.35803955;0.183823112;0.069895633;0.109063778;0.033119379;-0.003874293;-7.34506E-07;-0.008937537;-0.1259719;-0.074968804;-0.185756631;-0.355107811;-0.236833917;-0.498978496;-0.132719498;-0.064746776;-0.21790521
187;0.956758856;1.302407558;0.640240101;2.207514672;2.638824612;1.836330164;-0.04362655;-0.006902949;-0.082159151;0.349494972;0.489815271;0.232353655;0.25858425;0.338851517;0.179797834;-0.01539083;-0.001939804;-0.029722871;0.263252216;0.358854731;0.183795701;0.070173398;0.109510442;0.033371909;-0.003879799;-1.64499E-07;-0.008940206;-0.126219375;-0.074954473;-0.186284899;-0.356387406;-0.237708183;-0.500888128;-0.133213755;-0.06504936;-0.218709985
188;0.959908088;1.307543084;0.642693556;2.215358424;2.649503191;1.84240028;-0.043784327;-0.00687473;-0.082455828;0.350120005;0.490866606;0.232691586;0.259581739;0.3402742;0.180480793;-0.015422043;-0.001948325;-0.02979535;0.263644205;0.359902528;0.183789786;0.070415834;0.109968853;0.03360752;-0.003880521;-7.36993E-06;-0.00894881;-0.126405565;-0.07505981;-0.186562792;-0.357438468;-0.238760278;-0.502893909;-0.133628511;-0.065422206;-0.219779363
189;0.963228865;1.312861696;0.645016209;2.22351068;2.661082049;1.848240251;-0.043931385;-0.006901897;-0.082747786;0.350457523;0.492136948;0.233175081;0.260595033;0.34169848;0.180979285;-0.015448553;-0.001947361;-0.029887832;0.26400434;0.36067998;0.183929542;0.07068651;0.110392608;0.03377964;-0.00386237;-1.52827E-06;-0.008952475;-0.126617884;-0.075108275;-0.187022054;-0.358402582;-0.23950858;-0.504810184;-0.13418795;-0.065774896;-0.220724328
190;0.966843022;1.317605406;0.647080683;2.231869111;2.670925694;1.854374752;-0.044089816;-0.006907997;-0.083070156;0.351306394;0.493317487;0.233467839;0.261515107;0.34311052;0.181674692;-0.015474653;-0.001948875;-0.029953794;0.264649939;0.361223248;0.183975088;0.071034328;0.11089413;0.034040164;-0.00386459;-6.61912E-07;-0.008963222;-0.1268362;-0.075119754;-0.18741885;-0.359841689;-0.240251067;-0.506794646;-0.134730851;-0.066088412;-0.22175006
191;0.970002831;1.321570628;0.649246822;2.239662756;2.681919757;1.860549124;-0.044262216;-0.006947502;-0.083339884;0.352251628;0.494542155;0.234003811;0.262403848;0.344502431;0.182298131;-0.015495752;-0.001950278;-0.030014824;0.265243237;0.361998529;0.184153293;0.071368138;0.111418949;0.034251965;-0.003858265;-1.57359E-06;-0.008975424;-0.127022721;-0.075206833;-0.187953907;-0.361142941;-0.240946196;-0.508931045;-0.135186747;-0.066422113;-0.222441954
192;0.97318109;1.326936171;0.651248172;2.247844715;2.692545569;1.866292884;-0.044372332;-0.006959715;-0.083604738;0.353110549;0.495783696;0.234293199;0.263441547;0.345755158;0.182953908;-0.015524727;-0.001951538;-0.030088315;0.265826443;0.362693747;0.184179786;0.071701176;0.111892833;0.034434642;-0.003853113;2.22738E-06;-0.008990892;-0.127188646;-0.075253017;-0.188487749;-0.362533013;-0.241738668;-0.511143646;-0.135565358;-0.066616819;-0.223143311
193;0.976462296;1.331720055;0.654141322;2.255013848;2.703887269;1.872093512;-0.044529536;-0.006944681;-0.083910361;0.353689721;0.497201631;0.234752357;0.264415782;0.347220613;0.183543422;-0.015566434;-0.001948279;-0.030146679;0.266397476;0.363630836;0.184113665;0.071989564;0.112346042;0.034732316;-0.003848684;5.15977E-06;-0.0090115;-0.127517686;-0.075379564;-0.188939306;-0.363833972;-0.242473838;-0.513070114;-0.136076882;-0.066756088;-0.223916491
194;0.979528543;1.335783053;0.656445261;2.262479717;2.714829648;1.878121644;-0.044628445;-0.00693825;-0.084115731;0.354486168;0.498607293;0.235153605;0.265258304;0.34856083;0.18411933;-0.015598247;-0.001955981;-0.030233318;0.266728788;0.364295432;0.184089327;0.072376837;0.112837238;0.034936855;-0.003850266;7.95164E-07;-0.009017888;-0.127744316;-0.075354041;-0.18945708;-0.365162066;-0.243310564;-0.515054997;-0.13666366;-0.067049858;-0.225013116
195;0.98246765;1.340667414;0.658596087;2.270272787;2.724771363;1.884384877;-0.044758399;-0.006955571;-0.084457958;0.355222448;0.499813525;0.235860595;0.266211602;0.35012813;0.184718949;-0.015641451;-0.001952458;-0.030302824;0.267128794;0.364971459;0.184151353;0.072710391;0.113341674;0.035216757;-0.003857206;-1.77184E-06;-0.009030798;-0.127939878;-0.075479056;-0.189833524;-0.366330274;-0.24381767;-0.516923098;-0.137108047;-0.067346556;-0.226033396
196;0.986547947;1.345175131;0.661074306;2.277884058;2.735613096;1.891002839;-0.044852458;-0.006977617;-0.084768438;0.355773646;0.501025746;0.236309745;0.267128589;0.351577068;0.185192887;-0.01567361;-0.001954986;-0.030401365;0.267686259;0.365631147;0.184438541;0.072958421;0.113881057;0.035466865;-0.003864773;5.78069E-06;-0.009038144;-0.128233487;-0.075532984;-0.190292508;-0.367482377;-0.244724733;-0.519325935;-0.137428116;-0.067734409;-0.226830089
197;0.990233866;1.350002199;0.663303857;2.287228051;2.747119208;1.897913951;-0.044988939;-0.006990178;-0.085084644;0.356562433;0.502233693;0.236543199;0.268111064;0.352905157;0.185945771;-0.015724797;-0.001954604;-0.030467906;0.268077445;0.366640176;0.184612888;0.07326153;0.114402222;0.035604984;-0.003867798;8.9505E-06;-0.009033311;-0.128481506;-0.075621266;-0.190828681;-0.368738686;-0.245390777;-0.521204408;-0.137709102;-0.067964611;-0.227597557
198;0.99331033;1.355017576;0.665192872;2.295636138;2.758229847;1.903195075;-0.045088004;-0.007026485;-0.085333628;0.3573823;0.503476708;0.236842674;0.269173694;0.354344303;0.186606099;-0.015765051;-0.001968637;-0.030544678;0.268674332;0.367593571;0.184727668;0.073509232;0.114945503;0.035838573;-0.003868842;8.08272E-06;-0.009037655;-0.128692157;-0.075576844;-0.191281089;-0.370159781;-0.246283942;-0.523243374;-0.138402022;-0.068160266;-0.228658582
199;0.996662969;1.359500545;0.667247947;2.304020721;2.769631388;1.908452753;-0.045205322;-0.007066548;-0.08563082;0.35816387;0.504695302;0.237188556;0.270196139;0.355828632;0.187196527;-0.0158113;-0.001972668;-0.030622691;0.269225562;0.368506514;0.184874602;0.073836024;0.115477767;0.036096127;-0.003871655;7.38293E-06;-0.009056656;-0.129012051;-0.075710435;-0.19163779;-0.37115931;-0.246972046;-0.525416141;-0.138939047;-0.06843708;-0.229476425
200;1.000078463;1.3647079;0.669270506;2.312450984;2.780085424;1.914450208;-0.045345514;-0.007076173;-0.085894803;0.359120527;0.506040124;0.237581344;0.270990663;0.357316252;0.187756928;-0.01585325;-0.001972784;-0.03071086;0.269876078;0.369459444;0.185115203;0.074134095;0.115956971;0.036402861;-0.003863943;6.55385E-06;-0.009075381;-0.129425266;-0.075868146;-0.192133282;-0.372525165;-0.247911875;-0.527420578;-0.139393642;-0.068639446;-0.230238028
201;1.003228582;1.370011814;0.671009649;2.321029194;2.791497591;1.920790969;-0.045523141;-0.007107842;-0.086178265;0.359892003;0.50744154;0.238149082;0.271981146;0.358711993;0.188379278;-0.015906809;-0.001968613;-0.030806316;0.270399204;0.370231809;0.185252077;0.074387636;0.116493272;0.036622103;-0.003861082;9.21681E-06;-0.009101992;-0.129690264;-0.075964203;-0.192611667;-0.37397356;-0.248641358;-0.529223541;-0.139904452;-0.069034856;-0.231074826
202;1.006707346;1.374172512;0.673188374;2.328142151;2.802439171;1.926119565;-0.045679777;-0.007118396;-0.086450597;0.360822397;0.508912553;0.238717713;0.272906635;0.360164427;0.189026027;-0.015950752;-0.001971929;-0.030864983;0.270774699;0.371169577;0.185375786;0.074669208;0.117042049;0.036881878;-0.003868338;1.49535E-05;-0.00911957;-0.129947062;-0.076096248;-0.193049227;-0.375157508;-0.249452188;-0.531074533;-0.140362685;-0.069374033;-0.232041455
203;1.009936621;1.378753701;0.675264398;2.335865448;2.813816372;1.931821573;-0.045714515;-0.007127811;-0.086755786;0.36158448;0.510438966;0.239154179;0.273871342;0.361487639;0.189513748;-0.015993012;-0.001983492;-0.030954008;0.271320321;0.3720409;0.18559902;0.074952501;0.117515886;0.037065074;-0.003866483;1.35553E-05;-0.009136553;-0.130133127;-0.076129249;-0.193603855;-0.376570935;-0.250200241;-0.533316102;-0.140741519;-0.06961758;-0.232886087
204;1.013050444;1.384013408;0.677638029;2.344345305;2.825209774;1.937502848;-0.045889811;-0.007123696;-0.086981213;0.362276786;0.511545402;0.239589582;0.274872211;0.363052234;0.190174194;-0.016016872;-0.002006564;-0.031003186;0.271846505;0.373077366;0.185692095;0.075261249;0.11798515;0.037299634;-0.003869804;1.45444E-05;-0.009154868;-0.130383016;-0.076188014;-0.194103435;-0.377678922;-0.251004128;-0.53497912;-0.141264601;-0.069825497;-0.233839599
205;1.015742523;1.389083077;0.679861341;2.3522779;2.836378267;1.944458302;-0.04601367;-0.007153549;-0.087283263;0.3629985;0.512630118;0.240060524;0.275625474;0.364392091;0.190816567;-0.016035819;-0.002024135;-0.031077976;0.272350916;0.374058074;0.18580057;0.075546053;0.11844474;0.03758192;-0.003873423;1.17047E-05;-0.00916681;-0.130616131;-0.076311975;-0.194619418;-0.379040786;-0.251729368;-0.536863975;-0.141534438;-0.070122515;-0.234865181
206;1.019129691;1.393291101;0.681535048;2.360292214;2.848046589;1.950908144;-0.046155115;-0.007198421;-0.087512302;0.363848972;0.514073442;0.240556356;0.276714686;0.36588422;0.191406533;-0.016052446;-0.002030513;-0.031171719;0.272911381;0.375089756;0.186139263;0.075869302;0.118897364;0.037798184;-0.00387756;1.50951E-05;-0.009188214;-0.131005366;-0.076388981;-0.195178112;-0.380656783;-0.252356077;-0.538564589;-0.14211067;-0.070471009;-0.235739071
207;1.022371209;1.397943534;0.683382202;2.368162214;2.859490702;1.957369348;-0.046304703;-0.007210467;-0.087783328;0.364628711;0.51549158;0.241077466;0.277773898;0.367286947;0.192009123;-0.0160871;-0.002020612;-0.031271436;0.273371652;0.376192205;0.186301472;0.076218769;0.119327478;0.038027428;-0.003882814;1.95759E-05;-0.009206324;-0.131219043;-0.076424531;-0.19568736;-0.381976653;-0.253257318;-0.540908787;-0.142611287;-0.070694558;-0.236592976
208;1.025684467;1.402690118;0.685657423;2.376726576;2.87051226;1.963672803;-0.046483329;-0.00718992;-0.088001232;0.365572071;0.51658273;0.241557142;0.278709147;0.368844261;0.192498151;-0.016126435;-0.002007697;-0.031365656;0.273975816;0.377304655;0.186540518;0.076522408;0.119814563;0.038243875;-0.003888202;2.05177E-05;-0.009234611;-0.131412759;-0.076486423;-0.196132806;-0.383450169;-0.254067155;-0.542791562;-0.143227832;-0.070922271;-0.237520598
209;1.029371167;1.407119151;0.687312394;2.385211482;2.880816464;1.968734516;-0.046630985;-0.007245056;-0.088198305;0.366504289;0.517954347;0.242133368;0.279625743;0.370274769;0.193064138;-0.016150301;-0.002027825;-0.031445899;0.274540233;0.378437529;0.186671682;0.076850791;0.120276905;0.038390254;-0.00389464;1.507E-05;-0.009248947;-0.131758715;-0.07650828;-0.196704164;-0.384846238;-0.255003992;-0.544586009;-0.143599473;-0.07110565;-0.238534468
210;1.032539525;1.412115325;0.689515543;2.392992138;2.892089247;1.973799268;-0.046761559;-0.007246214;-0.088526533;0.367265548;0.51942807;0.242702244;0.280624084;0.371772983;0.193728169;-0.016185678;-0.002030614;-0.031515549;0.27511292;0.379734759;0.186958218;0.077114039;0.120802475;0.038544109;-0.003901821;2.18877E-05;-0.009266674;-0.132066234;-0.076661905;-0.19725136;-0.38617469;-0.255738134;-0.546760698;-0.144168498;-0.071305665;-0.239359331
211;1.036198478;1.416669486;0.69233984;2.401436775;2.902790866;1.97920582;-0.046868109;-0.007247345;-0.088793595;0.368182312;0.520429175;0.243163833;0.281575878;0.373180639;0.194377614;-0.01622202;-0.002041072;-0.031619771;0.275637153;0.380730603;0.187234862;0.077416634;0.121315157;0.038677658;-0.00391193;2.85454E-05;-0.009282605;-0.132318249;-0.076769187;-0.197953098;-0.387535463;-0.25642583;-0.548685951;-0.144719504;-0.071494981;-0.240333581
212;1.039916302;1.4224808;0.694328132;2.409241598;2.915375578;1.985519247;-0.047011493;-0.007268055;-0.089049765;0.368612347;0.521628831;0.243720642;0.282511312;0.374642106;0.19494227;-0.016254737;-0.002039874;-0.031677631;0.276082525;0.381630495;0.187416199;0.077720754;0.121787858;0.038921104;-0.003914987;3.3365E-05;-0.009304636;-0.132612855;-0.076871547;-0.19842679;-0.388958608;-0.256865181;-0.5502857;-0.145067411;-0.071752799;-0.241206847
213;1.043137146;1.427653786;0.696681673;2.416971887;2.927038106;1.990418882;-0.047153986;-0.007297956;-0.089383485;0.36935053;0.523129277;0.244065186;0.283480974;0.376043738;0.195514806;-0.016288244;-0.002045174;-0.031733583;0.276569125;0.38279374;0.187595301;0.078008336;0.122279537;0.039118387;-0.003923993;2.84406E-05;-0.009329903;-0.132896959;-0.076992207;-0.198891441;-0.39044465;-0.257472289;-0.552463157;-0.145598338;-0.071884243;-0.24198359
214;1.046880727;1.432381792;0.699172128;2.425178808;2.93863471;1.996250925;-0.047252894;-0.007309479;-0.089705763;0.370278267;0.524466059;0.244571064;0.284430548;0.377462991;0.196210854;-0.016329188;-0.00204607;-0.031802295;0.277130251;0.38408791;0.187896719;0.078294931;0.12279553;0.039269479;-0.003926415;3.19018E-05;-0.009347186;-0.133113395;-0.077105695;-0.199496591;-0.39192348;-0.25814784;-0.554586803;-0.146121455;-0.072201482;-0.242870553
215;1.050429259;1.43611837;0.70165073;2.432754629;2.950953207;2.001557207;-0.047399961;-0.007346205;-0.089973734;0.37108683;0.526070596;0.245015207;0.28539883;0.379012651;0.196727407;-0.016374207;-0.002045042;-0.031901448;0.277887267;0.385084108;0.188208575;0.078567805;0.123265485;0.039456507;-0.003930131;3.77592E-05;-0.009364245;-0.133361783;-0.077252991;-0.200271443;-0.393413701;-0.258986781;-0.556740809;-0.146549239;-0.07249556;-0.243650821
216;1.054296205;1.440889282;0.703958631;2.440574143;2.963371962;2.006809165;-0.047572897;-0.007348234;-0.090328742;0.371864171;0.527523305;0.245651804;0.286413944;0.380589624;0.1973711;-0.016404812;-0.002059372;-0.031970345;0.278343231;0.38633275;0.188552141;0.078843132;0.123796584;0.039647193;-0.003930069;3.96775E-05;-0.009390425;-0.133562478;-0.077410118;-0.200841262;-0.394702636;-0.259796613;-0.558552666;-0.147228456;-0.072833072;-0.244520897
217;1.057650704;1.445986348;0.706679862;2.448710817;2.974849544;2.012456616;-0.047740948;-0.007347497;-0.090651741;0.372840855;0.528774452;0.246039664;0.287381757;0.382124832;0.19788493;-0.016434809;-0.002053978;-0.032060195;0.278878424;0.387419515;0.188810984;0.079113648;0.124343789;0.039809561;-0.003931472;4.03945E-05;-0.009397092;-0.133857377;-0.077431256;-0.20150837;-0.396090523;-0.260590749;-0.560725533;-0.147649905;-0.072996706;-0.245277971
218;1.060608107;1.449978308;0.709004398;2.456650041;2.986101229;2.017856001;-0.047883232;-0.0073527;-0.090916534;0.373826519;0.530018799;0.24642346;0.288349828;0.383502805;0.198481812;-0.016470108;-0.0020638;-0.03213778;0.279268529;0.388667736;0.188970075;0.079386026;0.124855651;0.040033462;-0.003934125;4.51291E-05;-0.009406148;-0.134126959;-0.077528297;-0.202179604;-0.3971354;-0.261311518;-0.56256007;-0.148127246;-0.073321307;-0.246002208
219;1.063450818;1.454715414;0.711385645;2.465182263;2.997887354;2.024362467;-0.048047245;-0.007370005;-0.091203044;0.374718303;0.531529115;0.246898666;0.289301608;0.384985073;0.199006385;-0.016512951;-0.00206856;-0.03224399;0.279833798;0.389678324;0.189256303;0.079710887;0.125396407;0.040228201;-0.003943499;4.216E-05;-0.009429212;-0.134476015;-0.077640107;-0.202735212;-0.398573905;-0.261910609;-0.564419825;-0.148741595;-0.073505887;-0.246931561
220;1.066620414;1.45975719;0.713190891;2.473094176;3.009556567;2.03041731;-0.048208959;-0.007391584;-0.09156319;0.375552744;0.533288906;0.247263305;0.290174906;0.386512758;0.199682085;-0.016532998;-0.002093203;-0.032302928;0.280248754;0.39075977;0.189381434;0.080031695;0.125829328;0.040425552;-0.003957564;4.33413E-05;-0.009450261;-0.134702424;-0.077790633;-0.203220142;-0.399877797;-0.262231865;-0.566353812;-0.149009611;-0.073695204;-0.247831905
221;1.069796824;1.464938715;0.714929878;2.481219497;3.021010999;2.036123481;-0.048351584;-0.007404645;-0.091822008;0.376554307;0.534786927;0.247774059;0.291158576;0.388063996;0.200210647;-0.016558484;-0.002095515;-0.032358929;0.280946043;0.391825699;0.189546708;0.080375404;0.126382007;0.040602063;-0.003959876;4.33427E-05;-0.009473735;-0.13490833;-0.077977699;-0.203762402;-0.401170115;-0.262940733;-0.568511137;-0.149544365;-0.073933823;-0.24873959
222;1.073485082;1.470074876;0.717106785;2.489762468;3.0332099;2.041843179;-0.04852971;-0.007420996;-0.092096478;0.377406888;0.535955978;0.248266656;0.292056601;0.389581964;0.200833843;-0.016592511;-0.002115477;-0.032456802;0.281671047;0.392988945;0.189779356;0.080677069;0.126912724;0.040693082;-0.003968411;4.14347E-05;-0.009489055;-0.135112844;-0.078144001;-0.204196632;-0.402305591;-0.263563318;-0.571137717;-0.149974678;-0.074153743;-0.249695164
223;1.076580368;1.474799559;0.719296721;2.498064287;3.046084936;2.047918353;-0.048620578;-0.0074309;-0.092448317;0.378277125;0.537461816;0.248563871;0.293084178;0.391090531;0.201447449;-0.016630273;-0.002125298;-0.032547538;0.282291816;0.394080899;0.190033605;0.080989238;0.127337782;0.040886048;-0.003969132;3.90586E-05;-0.009513634;-0.135518037;-0.078168884;-0.204746834;-0.403297239;-0.26416498;-0.572753471;-0.15055028;-0.074396116;-0.250455566
224;1.079560599;1.479635233;0.721347344;2.50582453;3.057006047;2.053908168;-0.048749417;-0.007481451;-0.092745884;0.37919845;0.538928874;0.249238836;0.294066907;0.392571651;0.201976988;-0.016669349;-0.002149701;-0.032631558;0.283011265;0.395002484;0.19029887;0.081265734;0.127895221;0.041047404;-0.003975631;3.77267E-05;-0.009527039;-0.135692083;-0.078285145;-0.205308228;-0.40448886;-0.26484444;-0.574792689;-0.151106341;-0.074550454;-0.251305686
225;1.082888686;1.485424176;0.723632298;2.51417774;3.06880782;2.059359124;-0.048865455;-0.00750275;-0.093029032;0.379879776;0.540745842;0.249808646;0.294981873;0.393965479;0.202559477;-0.016684971;-0.00215147;-0.032719561;0.283516304;0.396188084;0.190522051;0.081584616;0.128333322;0.04124154;-0.003973992;3.80771E-05;-0.009547612;-0.135964961;-0.078374287;-0.205927167;-0.40561719;-0.265498314;-0.576796652;-0.15144599;-0.074783926;-0.252170056
