Day;p50_inf_sent;p68_inf_sent;p32_inf_sent;p50_inf_fx;p68_inf_fx;p32_inf_fx;p50_inf_i;p68_inf_i;p32_inf_i;p50_e_sent;p68_e_sent;p32_e_sent;p50_e_inf;p68_e_inf;p32_e_inf;p50_e_i;p68_e_i;p32_e_i;p50_s_fx;p68_s_fx;p32_s_fx;p50_s_inf;p68_s_inf;p32_s_inf;p50_s_i;p68_s_i;p32_s_i;p50_i_inf;p68_i_inf;p32_i_inf;p50_i_fx;p68_i_fx;p32_i_fx;p50_i_sent;p68_i_sent;p32_i_sent
283;1.281808474;1.803041293;0.846535271;3.019401973;3.803813337;2.407136164;-0.05751056;-0.008583234;-0.111234073;0.437722862;0.639228343;0.278797513;0.354270473;0.49093967;0.236523419;-0.018966032;-0.002357487;-0.038019943;0.325871378;0.473024366;0.208007581;0.1000121;0.161018483;0.051263324;-0.004317246;5.90926E-05;-0.010973436;-0.15690106;-0.086139204;-0.246614869;-0.484333049;-0.310032973;-0.706210703;-0.180822808;-0.088164449;-0.305121352
284;1.285252731;1.808944359;0.848569727;3.028508726;3.818019816;2.413423417;-0.057618393;-0.008570535;-0.111643506;0.43901329;0.641118824;0.279345732;0.355368453;0.493004108;0.23717992;-0.019000253;-0.002364311;-0.038162751;0.326733919;0.474505976;0.208393796;0.100346442;0.161635555;0.051479709;-0.004325213;6.2286E-05;-0.011000943;-0.15723313;-0.086262471;-0.247396833;-0.485816457;-0.310403147;-0.708884285;-0.181440643;-0.0884079;-0.306230273
285;1.288087005;1.814502808;0.850074839;3.038449578;3.830931533;2.419086039;-0.057784087;-0.008584813;-0.111988326;0.440184742;0.643164686;0.279965644;0.356609554;0.495030516;0.237576838;-0.019053927;-0.002371155;-0.038254603;0.32764092;0.476191716;0.208765458;0.100678807;0.162222306;0.051629324;-0.004331742;6.08841E-05;-0.011028778;-0.157723677;-0.086423339;-0.248371814;-0.487559026;-0.311289754;-0.711114736;-0.182024537;-0.088657784;-0.307269106
286;1.291282462;1.821160799;0.852037897;3.047598467;3.846491806;2.425108411;-0.0579377;-0.008596941;-0.112312258;0.441481061;0.64494723;0.280604332;0.357804977;0.496912642;0.238280107;-0.019083172;-0.002378021;-0.038377132;0.328479931;0.477683278;0.209078613;0.101022461;0.162827665;0.051744723;-0.004336038;6.52865E-05;-0.011059281;-0.158105162;-0.086545361;-0.249289108;-0.488735871;-0.312152805;-0.7130389;-0.182695957;-0.088838404;-0.308447218
287;1.29436046;1.827196348;0.854613879;3.058153497;3.859729027;2.431509745;-0.058120659;-0.008621506;-0.112631563;0.442519401;0.647142699;0.281015204;0.35888186;0.498794295;0.238936554;-0.019110656;-0.002384907;-0.038509015;0.329142047;0.479178147;0.209454207;0.101371091;0.163387851;0.051986076;-0.004341557;6.29825E-05;-0.011093929;-0.158489836;-0.086624712;-0.250133833;-0.490063861;-0.312981938;-0.715631129;-0.183177502;-0.089052894;-0.309410519
288;1.299156373;1.833722443;0.855697323;3.067930118;3.874068123;2.437056353;-0.058277731;-0.008646131;-0.112955285;0.443826077;0.64860511;0.281648629;0.360007517;0.500673239;0.239609399;-0.019153372;-0.002368082;-0.038593697;0.330015245;0.480892848;0.209851788;0.101629141;0.16410093;0.052190804;-0.004353194;6.64177E-05;-0.011121026;-0.158785364;-0.086770608;-0.250916064;-0.491919397;-0.313907834;-0.718126257;-0.183609625;-0.089335267;-0.310463181
289;1.302731711;1.840348827;0.858355349;3.077718186;3.888672942;2.444528369;-0.058402622;-0.008670818;-0.113316411;0.445095389;0.650676247;0.282206567;0.361202202;0.502548122;0.240311154;-0.019184597;-0.002373621;-0.038705072;0.33070577;0.482499856;0.210216305;0.101966816;0.164651232;0.052347745;-0.004367242;6.75922E-05;-0.011149184;-0.159106589;-0.086844403;-0.251767362;-0.493618371;-0.314703595;-0.720219244;-0.184196315;-0.089445393;-0.311238719
290;1.306417826;1.846996143;0.860460463;3.087080887;3.90233227;2.450674685;-0.058495686;-0.008695565;-0.113608742;0.445960461;0.652444076;0.282844496;0.362347241;0.504305046;0.24088001;-0.019197253;-0.002383594;-0.038777163;0.331574681;0.483840545;0.210548239;0.102250982;0.165338488;0.052489168;-0.004371095;7.01885E-05;-0.011174094;-0.159513208;-0.086949801;-0.252573789;-0.495233633;-0.315457025;-0.723188365;-0.184695546;-0.089646088;-0.312093958
291;1.310144269;1.853498849;0.862901675;3.096684476;3.915564531;2.457505463;-0.058697784;-0.008711447;-0.113987163;0.447258217;0.654743778;0.283348483;0.363547842;0.506210448;0.241480584;-0.019237113;-0.002392258;-0.038896383;0.332524752;0.485395547;0.210908897;0.102585434;0.166101668;0.052655767;-0.00438229;6.98051E-05;-0.011205663;-0.159857801;-0.087039546;-0.253344601;-0.496582238;-0.316291221;-0.725946105;-0.185251373;-0.089874733;-0.313178689
292;1.31391203;1.859723365;0.864962946;3.106172213;3.929057661;2.465058976;-0.058905986;-0.008716923;-0.114292068;0.448083255;0.657001949;0.283808564;0.364638587;0.508210783;0.24221523;-0.019276624;-0.002385008;-0.038984538;0.333464057;0.486837524;0.211270551;0.102941129;0.166816319;0.052869063;-0.004384987;7.01766E-05;-0.011242286;-0.160260029;-0.087250453;-0.254208329;-0.497984796;-0.317167872;-0.728605478;-0.185664301;-0.090096561;-0.314041483
293;1.31811772;1.865181553;0.866917691;3.115633892;3.944011454;2.471763664;-0.059068817;-0.008717314;-0.114634407;0.449379676;0.658827166;0.284423581;0.365806746;0.510312731;0.242843763;-0.01931788;-0.002389024;-0.039101199;0.334395121;0.488479286;0.211663159;0.103270111;0.167417811;0.053046682;-0.004392331;7.29632E-05;-0.011267495;-0.160718705;-0.087381876;-0.254997389;-0.499607347;-0.317896899;-0.730912849;-0.186154323;-0.090358549;-0.315090738
294;1.321641207;1.871181385;0.869072956;3.123078241;3.95697086;2.478154101;-0.059225623;-0.008736781;-0.115011548;0.450400263;0.661132339;0.28484237;0.366936307;0.512411233;0.243334072;-0.019357941;-0.002372687;-0.039194512;0.335287809;0.490178869;0.212151415;0.103583797;0.168035517;0.053213566;-0.004402774;7.4686E-05;-0.011304305;-0.161203517;-0.087550431;-0.255570792;-0.500879445;-0.318671814;-0.733582371;-0.18653469;-0.090629588;-0.316236949
295;1.325037407;1.876764441;0.871086838;3.132819487;3.972478823;2.484451804;-0.059357592;-0.008743263;-0.115303131;0.451468243;0.662917072;0.28558317;0.36809136;0.514296324;0.243945218;-0.019407725;-0.002385645;-0.039329338;0.336260927;0.491571057;0.21254729;0.103928728;0.168681714;0.053356385;-0.004414707;7.92286E-05;-0.011317108;-0.161665484;-0.087764289;-0.256403637;-0.502457572;-0.319386133;-0.735913938;-0.18711784;-0.090925622;-0.317221778
296;1.329413253;1.88339345;0.872805091;3.14255475;3.986695311;2.490972534;-0.059458124;-0.008775836;-0.115617103;0.452433921;0.665151876;0.286113508;0.369302561;0.516165103;0.244464962;-0.019447457;-0.00240068;-0.039430862;0.337223716;0.493001014;0.212940314;0.104225011;0.169401913;0.053523819;-0.004420938;8.10597E-05;-0.011349666;-0.162220125;-0.087985534;-0.257241516;-0.504059951;-0.320248573;-0.738704413;-0.187621941;-0.091210158;-0.318301503
297;1.333959837;1.889531119;0.875162908;3.150860657;4.001632646;2.49840575;-0.059635182;-0.008722767;-0.115913227;0.453508679;0.667673095;0.286545676;0.37043105;0.518091034;0.245072412;-0.019502308;-0.002406575;-0.039547226;0.338131824;0.494763432;0.213251777;0.104567732;0.170037505;0.05370951;-0.0044291;8.36344E-05;-0.011383275;-0.162689018;-0.088208999;-0.257929188;-0.505754339;-0.320859017;-0.741168116;-0.188132166;-0.091552435;-0.319250359
298;1.338185145;1.896055834;0.877584218;3.161357469;4.015201071;2.503996064;-0.05976951;-0.008712816;-0.116231169;0.454631776;0.669741805;0.287264916;0.371533348;0.519979077;0.245800705;-0.019549303;-0.002408937;-0.039697276;0.339051716;0.4964003;0.213504118;0.104933595;0.170800208;0.054012978;-0.004435565;8.17047E-05;-0.011411114;-0.163179017;-0.088400879;-0.258783956;-0.507013449;-0.32188933;-0.743657194;-0.188760431;-0.091747864;-0.320513141
299;1.341634816;1.901940982;0.879768315;3.17233434;4.029929412;2.509470144;-0.059959755;-0.008731209;-0.116563399;0.455762782;0.671583725;0.287893224;0.372843462;0.521988388;0.246470352;-0.019596044;-0.002406773;-0.039770733;0.339989091;0.497811967;0.213685718;0.105261957;0.171455994;0.054177846;-0.004442084;8.34056E-05;-0.011448955;-0.163592917;-0.088517121;-0.25969955;-0.508619515;-0.322489542;-0.746266117;-0.18923361;-0.091968208;-0.321533801
300;1.345048415;1.908204379;0.882297987;3.183010526;4.044303044;2.515728142;-0.06011384;-0.008749638;-0.116897982;0.456962662;0.673707529;0.28850968;0.374003349;0.523962312;0.247038666;-0.019642937;-0.002404624;-0.039910838;0.340882326;0.499528894;0.214129904;0.105621372;0.171961776;0.054291283;-0.004450249;8.51458E-05;-0.011472817;-0.164086684;-0.088685176;-0.260618241;-0.510197279;-0.323327429;-0.748597015;-0.189722508;-0.092166686;-0.32242633
301;1.349324221;1.91450646;0.884778797;3.193290497;4.059558015;2.521807617;-0.060242668;-0.008774911;-0.117225038;0.45823342;0.675869247;0.28900707;0.375295416;0.525925154;0.247762957;-0.019689982;-0.002405479;-0.040015975;0.341601543;0.501023509;0.214483349;0.105956995;0.172590586;0.054450283;-0.004449505;8.76254E-05;-0.011505929;-0.16461873;-0.088820186;-0.261588713;-0.511893192;-0.324073328;-0.751282859;-0.190300972;-0.092444866;-0.323250056
302;1.352980934;1.920807413;0.886868428;3.202390787;4.073999265;2.527737471;-0.060409253;-0.00880088;-0.1175863;0.459151251;0.677893119;0.289605327;0.376549688;0.527757899;0.248497462;-0.019722309;-0.002410208;-0.040175641;0.34239785;0.502491467;0.214870828;0.106296855;0.173198052;0.054553989;-0.004460299;8.81042E-05;-0.011541351;-0.164983964;-0.089023989;-0.262463165;-0.513162665;-0.324824268;-0.754047664;-0.190888701;-0.092596204;-0.324419424
303;1.356121229;1.926559642;0.889178117;3.212447091;4.089051776;2.534359879;-0.060538435;-0.008801097;-0.117957254;0.460264939;0.679898735;0.290005544;0.377744515;0.529620402;0.249105613;-0.019775239;-0.002414948;-0.040286979;0.343461239;0.504243454;0.215046252;0.106601912;0.17384087;0.054733587;-0.004470495;8.72513E-05;-0.01157276;-0.165405417;-0.089276022;-0.263334798;-0.514710665;-0.32547486;-0.756841943;-0.191499874;-0.092879828;-0.325520336
304;1.35964126;1.933025195;0.890955882;3.222244668;4.104397771;2.540955176;-0.060658957;-0.008764013;-0.118305599;0.461254256;0.6818552;0.290525741;0.378899441;0.531555466;0.249737811;-0.019802971;-0.002419219;-0.040380533;0.344449133;0.505981434;0.215558014;0.106958645;0.174486565;0.05489984;-0.004481709;8.47059E-05;-0.011603059;-0.165857209;-0.089393977;-0.264238772;-0.516137216;-0.326222496;-0.759610292;-0.191960772;-0.093143269;-0.326484776
305;1.363039489;1.940267766;0.893575213;3.232684479;4.119882858;2.547240167;-0.060821421;-0.00879032;-0.118712442;0.46263104;0.68425849;0.291071379;0.380078562;0.533468546;0.250362076;-0.019861728;-0.002408854;-0.040453998;0.345293985;0.507728629;0.215923325;0.107372366;0.175153852;0.055086048;-0.004496355;8.4185E-05;-0.01164201;-0.166276621;-0.089583215;-0.265308119;-0.517410245;-0.326915695;-0.762414762;-0.192427201;-0.093350524;-0.327656735
306;1.366268919;1.945908055;0.895998107;3.243360913;4.134693804;2.553290276;-0.060961465;-0.008816644;-0.119149932;0.463882622;0.686708943;0.291947412;0.381299001;0.535329922;0.251073491;-0.01989311;-0.002410594;-0.040578847;0.346295754;0.509305307;0.21642465;0.10767495;0.175872019;0.055280434;-0.004509446;8.51353E-05;-0.011675213;-0.166645664;-0.089759453;-0.266208964;-0.518880792;-0.327715505;-0.764682542;-0.192918008;-0.093503016;-0.32852872
307;1.370353661;1.951969594;0.898039682;3.253282471;4.1502649;2.559181655;-0.061027807;-0.008842151;-0.119511524;0.464953982;0.688719462;0.29264555;0.382700313;0.537339982;0.251632371;-0.019957914;-0.002417788;-0.040717905;0.347291898;0.511008881;0.216772406;0.108015697;0.176499752;0.055442023;-0.004521193;8.21706E-05;-0.011715382;-0.167110587;-0.090013848;-0.267114075;-0.520261288;-0.328304132;-0.767188441;-0.193475722;-0.093685645;-0.329675165
308;1.374029446;1.958353309;0.900108058;3.263422827;4.166093769;2.565086397;-0.061168611;-0.008863406;-0.119908022;0.46614043;0.690324102;0.293135915;0.383827515;0.539247024;0.252362686;-0.019999941;-0.002414007;-0.040834606;0.348262039;0.512680395;0.217260292;0.108327609;0.177085924;0.055595827;-0.004527384;8.31498E-05;-0.011739338;-0.167511931;-0.090197838;-0.268122341;-0.521797443;-0.32916875;-0.77000549;-0.194100451;-0.093905571;-0.330959872
309;1.377548133;1.964553973;0.902232238;3.274254996;4.183606699;2.572381713;-0.061365861;-0.008895722;-0.120268202;0.467217003;0.69257865;0.293658787;0.385097507;0.541349509;0.252950055;-0.020027331;-0.00240129;-0.040967878;0.349302417;0.514279851;0.21772918;0.10873106;0.17774598;0.055758876;-0.004533124;8.22768E-05;-0.011768989;-0.167998329;-0.090372345;-0.269122803;-0.523129501;-0.330073456;-0.772783966;-0.194590882;-0.094146883;-0.331944674
310;1.381899946;1.97077128;0.904390927;3.284843248;4.197802957;2.578310914;-0.061532606;-0.008888308;-0.120634861;0.468304137;0.694821874;0.294116971;0.38634158;0.543586034;0.253549908;-0.020061773;-0.002404162;-0.041084302;0.350225519;0.516308041;0.218150084;0.109070769;0.178353356;0.055918172;-0.004541869;8.13191E-05;-0.011802407;-0.168452727;-0.090574309;-0.270089073;-0.524726953;-0.330615649;-0.775204835;-0.195112605;-0.094266009;-0.332832501
311;1.385731488;1.976962208;0.906459526;3.296073278;4.212807613;2.583451236;-0.061706399;-0.00886778;-0.120954467;0.469363782;0.69681919;0.294722825;0.387539502;0.545586334;0.25433356;-0.020105647;-0.002408976;-0.04117901;0.351164693;0.518002351;0.218559878;0.109416582;0.17897474;0.056078125;-0.00454671;8.44427E-05;-0.011839524;-0.168809515;-0.090715212;-0.270873894;-0.525975015;-0.331418655;-0.777578146;-0.195520675;-0.094438772;-0.333775503
312;1.390172636;1.983916258;0.908537849;3.307085117;4.229407359;2.590724864;-0.061853295;-0.008891381;-0.121282024;0.47040477;0.699163136;0.29521483;0.388731501;0.547565165;0.254744276;-0.02015015;-0.002410457;-0.041267042;0.35234677;0.519858428;0.218932188;0.109784965;0.179588258;0.056194043;-0.004555694;8.35908E-05;-0.011871048;-0.169239562;-0.090832692;-0.271780083;-0.527365721;-0.332251941;-0.779843486;-0.196069325;-0.0947169;-0.335068577
313;1.393404009;1.990326265;0.910826195;3.317500436;4.246068712;2.596616968;-0.062024747;-0.008885025;-0.121657083;0.471747201;0.701043336;0.296000988;0.389791645;0.549741058;0.255432086;-0.020192519;-0.002406345;-0.041373479;0.353307099;0.521564961;0.219318727;0.110126719;0.180235219;0.056391894;-0.004559722;8.62166E-05;-0.011909778;-0.169683704;-0.09101031;-0.272610656;-0.528911667;-0.333108544;-0.782902465;-0.19663022;-0.095000506;-0.336197187
314;1.397042119;1.996534262;0.912978182;3.327890881;4.259499387;2.602563424;-0.06219251;-0.008867783;-0.122070655;0.472910766;0.703357918;0.296645055;0.39113615;0.551808771;0.255893323;-0.020250196;-0.002409284;-0.041473066;0.354203605;0.523154687;0.219861824;0.110430282;0.180965796;0.056607693;-0.004566608;8.66099E-05;-0.011945946;-0.170169724;-0.091177745;-0.273542568;-0.530353925;-0.33390115;-0.785351567;-0.197220483;-0.095160839;-0.337200662
315;1.400189556;2.00331087;0.915433236;3.33850594;4.274626611;2.610025736;-0.062299093;-0.008873115;-0.12246768;0.473940987;0.70573542;0.297132136;0.392305436;0.553924066;0.256593276;-0.020288362;-0.002412022;-0.041581886;0.355110628;0.525078622;0.220351309;0.11085635;0.18162825;0.056784608;-0.00457344;8.32629E-05;-0.011980999;-0.170613282;-0.091352214;-0.274453253;-0.531943172;-0.334936089;-0.787897593;-0.197847638;-0.095372092;-0.338510626
316;1.403763502;2.009444257;0.917652894;3.348627743;4.289613422;2.615598654;-0.062479949;-0.008879745;-0.122865577;0.474988892;0.707979482;0.297729928;0.393451915;0.555987259;0.257293361;-0.020338707;-0.002400034;-0.041694057;0.356112139;0.527110515;0.220725889;0.11119203;0.182292833;0.056939876;-0.004588616;8.31181E-05;-0.012006382;-0.171137387;-0.091538343;-0.275313551;-0.533641246;-0.335522344;-0.790361321;-0.198486994;-0.095605333;-0.339850825
317;1.407545061;2.015768986;0.920061914;3.358346611;4.306068912;2.621194795;-0.062632488;-0.008907321;-0.123178681;0.476001192;0.7100197;0.298165487;0.394768724;0.557906949;0.257935356;-0.020396806;-0.002403064;-0.041824331;0.356990614;0.528548046;0.221142297;0.111587093;0.18293518;0.057072058;-0.004603728;8.40706E-05;-0.012034329;-0.171526426;-0.091745125;-0.276238408;-0.534847049;-0.3365958;-0.793103483;-0.199007276;-0.095845463;-0.340929091
318;1.411952037;2.022026133;0.92211668;3.367417819;4.320579183;2.62722759;-0.062785431;-0.008870796;-0.123579779;0.477174359;0.712246588;0.298832443;0.395990005;0.559997696;0.258570981;-0.020450536;-0.002410847;-0.041943803;0.357817699;0.530600985;0.221571602;0.111974386;0.183611088;0.057250653;-0.004611122;8.33468E-05;-0.01207348;-0.172026293;-0.091924863;-0.277078947;-0.536603083;-0.337421507;-0.795540968;-0.199544127;-0.0960945;-0.342121277
319;1.415621816;2.028302097;0.923869628;3.37753195;4.335854758;2.632510957;-0.062938778;-0.00887188;-0.123964913;0.478734862;0.714360115;0.299563391;0.397212821;0.562079008;0.25927744;-0.020488143;-0.002418657;-0.042064897;0.35872507;0.532126456;0.222102438;0.112301623;0.184361098;0.057398653;-0.004624683;8.66063E-05;-0.012122408;-0.172417457;-0.0920551;-0.277941615;-0.537859085;-0.338339208;-0.798226592;-0.200139233;-0.096238084;-0.343275602
320;1.419343895;2.034446511;0.92569823;3.388429251;4.350071097;2.638571892;-0.063140681;-0.008890386;-0.124340179;0.479929547;0.716705229;0.300198738;0.398490263;0.564176643;0.260002552;-0.020538577;-0.002425873;-0.04218114;0.359428027;0.533795592;0.222416362;0.112712172;0.184999021;0.057585391;-0.004622507;8.77775E-05;-0.012151641;-0.173015983;-0.092224856;-0.27872652;-0.539306916;-0.339099303;-0.801134483;-0.200834688;-0.096432573;-0.344527089
321;1.423421252;2.040910755;0.928075181;3.39926237;4.367209081;2.646087319;-0.063320905;-0.008924944;-0.124700042;0.481685946;0.719102514;0.300943018;0.399628524;0.566282057;0.260555875;-0.020575998;-0.002426203;-0.042285116;0.360241479;0.535707334;0.222888506;0.113050743;0.185724156;0.057746932;-0.004634828;8.93573E-05;-0.012193858;-0.173460525;-0.092412643;-0.279752959;-0.540962712;-0.33991267;-0.803904928;-0.201398568;-0.096540408;-0.345780968
322;1.427355707;2.046527191;0.929778048;3.409456303;4.382123117;2.652982137;-0.063454663;-0.008961677;-0.125119546;0.482864865;0.7214771;0.301594126;0.400872389;0.568518361;0.261178411;-0.020614048;-0.002432201;-0.042417736;0.361075184;0.537573358;0.223522458;0.113352952;0.186456272;0.057949514;-0.004642754;8.93196E-05;-0.012218954;-0.173972171;-0.092645982;-0.280786293;-0.542402651;-0.340743612;-0.806329282;-0.201991149;-0.096734477;-0.347098806
323;1.430552773;2.052783809;0.932031363;3.419784174;4.398470266;2.658867679;-0.06362832;-0.008936434;-0.125540684;0.484228359;0.723647319;0.302246728;0.402165819;0.570806748;0.262020995;-0.020649147;-0.002438058;-0.042516955;0.361864372;0.539342343;0.223885726;0.113704567;0.187120452;0.058136159;-0.004659711;8.74999E-05;-0.012262685;-0.174403426;-0.092973822;-0.281713515;-0.543821521;-0.341428886;-0.808744063;-0.202577613;-0.096975475;-0.348057981
324;1.433604548;2.05867538;0.934328527;3.430653624;4.417134872;2.665996959;-0.063746897;-0.008954307;-0.125913085;0.485787124;0.726054374;0.302721723;0.403453176;0.573079643;0.262570104;-0.020679607;-0.002441784;-0.042653665;0.362914742;0.541002217;0.224388507;0.114128027;0.187844994;0.0583432;-0.004667549;8.7739E-05;-0.01228694;-0.174877728;-0.093168044;-0.282643239;-0.545512452;-0.342098998;-0.811435948;-0.203180521;-0.097287406;-0.349047931
325;1.437730968;2.06513388;0.936737929;3.439943136;4.432869462;2.673291171;-0.063938979;-0.008991736;-0.126239957;0.487159775;0.728285688;0.30342678;0.404822321;0.57519095;0.263291109;-0.020708609;-0.002445502;-0.04276371;0.363980202;0.543086752;0.224822701;0.114515848;0.188518954;0.058496288;-0.004679816;8.92412E-05;-0.012318759;-0.175413675;-0.093291596;-0.283567593;-0.547130067;-0.342972537;-0.814417561;-0.203839167;-0.097585509;-0.350035096
326;1.441160666;2.071389607;0.938687094;3.450656161;4.450733284;2.680620274;-0.064096693;-0.008989887;-0.126669941;0.488184611;0.730448019;0.30414709;0.40619607;0.577509704;0.264027371;-0.020747865;-0.002449214;-0.042919298;0.364932315;0.545033974;0.225311984;0.114846209;0.189209737;0.058654109;-0.004685509;8.84061E-05;-0.012357568;-0.175920867;-0.093435054;-0.284517434;-0.548747827;-0.343811189;-0.817117261;-0.204424112;-0.097896337;-0.351233119
327;1.444969314;2.078004154;0.940611846;3.460578535;4.465659091;2.687381124;-0.064222587;-0.009012999;-0.126973586;0.489563371;0.73299906;0.304663387;0.407419927;0.579530949;0.264703046;-0.020791971;-0.002443733;-0.043073789;0.36588809;0.546972135;0.225739049;0.115300151;0.189795348;0.058871905;-0.004694203;8.59435E-05;-0.012389286;-0.176365517;-0.093703222;-0.285453672;-0.550163878;-0.344433045;-0.819998925;-0.20505084;-0.098122569;-0.352466157
328;1.448675715;2.085168487;0.942494931;3.470868884;4.481225331;2.693833303;-0.064362122;-0.009030651;-0.127450564;0.490651467;0.735624085;0.305196727;0.408687923;0.581874063;0.265360409;-0.020848174;-0.002456619;-0.043166879;0.367012419;0.54865271;0.226169474;0.115640112;0.190469215;0.059068108;-0.004702974;8.53888E-05;-0.012423835;-0.176811933;-0.093950663;-0.286460655;-0.551794761;-0.345127468;-0.822646557;-0.205688742;-0.098343943;-0.353694728
329;1.452567705;2.093455398;0.94421926;3.480505365;4.496283781;2.69959103;-0.064494535;-0.009027773;-0.127826214;0.491975736;0.737963824;0.305767858;0.409931563;0.584121918;0.265913187;-0.020902819;-0.002456925;-0.043287581;0.367904668;0.5503144;0.226595358;0.115998986;0.191124811;0.059240854;-0.004709426;8.47383E-05;-0.012465556;-0.177271728;-0.094166589;-0.287519663;-0.553526714;-0.345883361;-0.825932522;-0.206334733;-0.0984987;-0.354919566
330;1.4563896;2.100034914;0.946580537;3.490948968;4.513234251;2.705086561;-0.064634206;-0.009011063;-0.128224335;0.493375846;0.739990331;0.306024443;0.411291416;0.58628117;0.266573108;-0.020966717;-0.002447757;-0.04343318;0.36887511;0.552501436;0.227088261;0.116294152;0.191924219;0.059451364;-0.004720082;8.74022E-05;-0.012501732;-0.177722169;-0.094450639;-0.288569139;-0.555046004;-0.346572326;-0.828760353;-0.206803146;-0.098792616;-0.356030165
331;1.461082604;2.106142708;0.948792425;3.502905099;4.528903276;2.710928285;-0.064771088;-0.009057535;-0.128567871;0.494870984;0.742273591;0.306443101;0.412790311;0.588300735;0.267119992;-0.021022433;-0.002453052;-0.043573014;0.369901682;0.554348131;0.227548413;0.116634363;0.192630691;0.059619515;-0.004734202;8.51161E-05;-0.012539484;-0.178201377;-0.094687869;-0.289634241;-0.556762139;-0.347494615;-0.831294914;-0.207445293;-0.098990869;-0.357143048
332;1.465679404;2.113850865;0.950833941;3.512608123;4.547119756;2.717908177;-0.064930258;-0.009081287;-0.128981041;0.496241179;0.744609808;0.306937388;0.41415552;0.590381822;0.267859786;-0.021060298;-0.002442191;-0.043716499;0.370700618;0.556117281;0.22805726;0.117031288;0.193304652;0.059798872;-0.00474556;8.64465E-05;-0.012572433;-0.178720842;-0.094930702;-0.29071458;-0.558323637;-0.348262427;-0.834493673;-0.207949739;-0.099139733;-0.358247
333;1.470198639;2.121511788;0.953242267;3.523786274;4.565358094;2.725291716;-0.065087052;-0.00911302;-0.129351305;0.497689713;0.746900905;0.307655263;0.41548545;0.592674702;0.268427174;-0.021110839;-0.002439918;-0.043855704;0.371826128;0.558224619;0.22852937;0.117367173;0.194038692;0.059914938;-0.004757097;8.88808E-05;-0.012598956;-0.179151156;-0.095135761;-0.291705293;-0.559775392;-0.349110709;-0.837494834;-0.208571675;-0.099439273;-0.359304148
334;1.474352265;2.128771165;0.955357694;3.533598328;4.580510326;2.732525854;-0.065201752;-0.009150062;-0.129665287;0.498997588;0.749598886;0.308207821;0.416696212;0.594706204;0.269070113;-0.021152792;-0.002452302;-0.044016589;0.372848688;0.560303755;0.229061996;0.117704045;0.194787797;0.060128678;-0.004772783;8.89887E-05;-0.012635604;-0.179655472;-0.095312622;-0.292587202;-0.561569988;-0.349937021;-0.84010713;-0.209034473;-0.099646428;-0.360424935
335;1.478097647;2.136717148;0.957278055;3.543634061;4.596034384;2.738970349;-0.065391993;-0.00917371;-0.130026025;0.500359753;0.7519545;0.308585122;0.417987842;0.596936563;0.269763885;-0.021187119;-0.002454441;-0.044119581;0.373930617;0.561968489;0.229433721;0.117982194;0.195433106;0.060297379;-0.00478143;8.84924E-05;-0.012684877;-0.179991492;-0.095496029;-0.293551238;-0.563019372;-0.350589061;-0.842558599;-0.209465602;-0.099864393;-0.361361291
336;1.481954845;2.143355055;0.959904076;3.554615412;4.612125563;2.746380998;-0.065572948;-0.009165085;-0.130363261;0.50177467;0.754393654;0.30908509;0.419297192;0.59938952;0.270420391;-0.02125204;-0.002453905;-0.044232127;0.37470538;0.563751494;0.229834407;0.11833592;0.196092941;0.060442763;-0.004792846;8.92479E-05;-0.012724413;-0.180606777;-0.095651182;-0.294387293;-0.564739155;-0.351280056;-0.845858804;-0.210094313;-0.100061954;-0.362500141
337;1.485133121;2.150623739;0.962622568;3.56572969;4.62886943;2.7525536;-0.065742642;-0.009232533;-0.130745721;0.503162107;0.756553363;0.30980876;0.420694429;0.601641815;0.271029292;-0.021294255;-0.002460117;-0.044371784;0.375712595;0.565929714;0.23025396;0.118722011;0.19689659;0.060601114;-0.00480025;8.91287E-05;-0.01276118;-0.181228434;-0.095786065;-0.295416339;-0.566499175;-0.352186275;-0.849079461;-0.210749792;-0.100262963;-0.364000964
338;1.488672052;2.157553616;0.964627886;3.576757633;4.645545007;2.758663576;-0.065967139;-0.009239118;-0.131154713;0.504233869;0.758948906;0.310569218;0.421805954;0.603964448;0.271952819;-0.021354931;-0.002456386;-0.044496639;0.376678367;0.567831852;0.230808786;0.119088752;0.197584211;0.060733402;-0.004810704;8.81835E-05;-0.012811306;-0.181610065;-0.095972643;-0.296507866;-0.568090859;-0.352918676;-0.85198529;-0.211298774;-0.100499551;-0.365128128
339;1.492410996;2.164951234;0.967431534;3.586745067;4.662665488;2.76523606;-0.066071573;-0.009284426;-0.131535341;0.505455338;0.761464276;0.310978846;0.423059214;0.606155625;0.272559736;-0.021396534;-0.002461685;-0.044632062;0.377988605;0.569734943;0.231254864;0.11942486;0.19833521;0.060888106;-0.004814628;8.74889E-05;-0.012856072;-0.182155465;-0.096136057;-0.297559958;-0.569551129;-0.353765703;-0.855239776;-0.211683792;-0.100688325;-0.366307683
